Brand,Name,Price,Size,Rating,Details,IngredientsFENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,$34.00 ,SIZE 1.08 oz/ 32 mL,4.1 / 5 stars,"Coverage:
- 90% reported product effectively covered hyperpigmentation and dark spots ","Phenyl Trimethicone, C12-15 Alkyl Ethylhexanoate, Caprylic/Capric Triglyceride, Methyl Methacrylate Crosspolymer, Ethylhexyl Methoxycinnamate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera, Ceresin, Polyethylene, Pentylene Glycol, Microcrystalline Wax/Cera Microcristallina, Polyglyceryl-2 Triisostearate, Vp/Hexadecene Copolymer, 1,2-Hexanediol, Aluminum Hydroxide, Bht, Caprylyl Glycol, Dimethicone, Ethylhexylglycerin, Illicium Verum Fruit Extract, Isostearyl Alcohol, Lauryl Laurate, Lauryl Peg/Ppg-18/18 Methicone, Macadamia Seed Oil Polyglyceryl-6 Esters Behenate, Methicone, Mica, Phenoxyethanol, Propanediol, Silica, Talc, Triethoxycaprylylsilane. May Contain (+/-): Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891). 
Ingredient list may vary depending on shade. Please contact Sephora Customer Service if you have a shade-specific question. 

All ingredients are vegan."Too Faced,Born This Way Foundation,$39.00 ,SIZE 1 oz/ 30 mL,3.8 / 5 stars,"Coverage: 
? Full 
? Medium 

Skin type: 
? Normal 
? Dry 
? Combination 
? Oily 

Finish: 
? Radiant 

What it is: 
 An oil-free, medium-to-full coverage, natural-looking, radiant foundation. 

What it does: 
 Get full, undetectable coverage with Born This Way Foundation. It’s infused coconut water to help replenish the skin’s moisture levels without over hydrating. It’s also enriched the resilient Alpine rose to brighten your skin’s appearance and promote elasticity, while hyaluronic acid provides long-lasting, skin-balancing hydration for a smoother, more youthful appearance. 


What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
 This product is vegan and cruelty-free.","Water, Cyclopentasiloxane, Glycerin, Aluminum Starch Octenylsuccinate, Isododecane, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Dimethicone, Ethylhexyl Methoxycinnamate, Magnesium Sulfate, Diphenyl Dimethicone, Tribehenin, Triethoxycaprylylsilane, Disteardimonium Hectorite, Polysilicone-11, Propylene Carbonate, Tetrahexyldecyl Ascorbate, Cocos Nucifera Water, Ethylhexyl Palmitate, Rhododendron Ferrugineum Extract, Alcohol, Silica Dimethyl Silylate, Lecithin, Pistacia Lentiscus (Mastic) Gum, Butylene Glycol, Potassium Sorbate, Sodium Hyaluronate, EDTA, Caprylyl Glycol, Phenoxyethanol. May Contain/Peut Contenir (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)."NARS,Natural Radiant Longwear Foundation,$49.00 ,N/A,3.7 / 5 stars,"Coverage: 
? Full 

Skin type: 
? Sensitive 
? Normal 
? Dry 
? Combination 
? Oily 

Finish: 
? Radiant 

What it is: 
A foundation with medium buildable coverage, up to 16 hours of lightweight, natural, fade-resistant wear, featuring full-powered radiance to smooth the look of skin. 

What does: 
 NARS’ first 16-hour foundation has a lightweight, breathable, fade-resistant formula and features medium-to-full, buildable coverage in 33 skin-matching shades to fit all skin tones and undertones. The transfer-resistant, sweat-resistant formula stays color-true all day, and continues to look fresh and vibrant, as if it was just applied. This formula features superior blendability for an imperceptible effect that looks natural, like skin. It doesn’t look or feel cakey, heavy, drying, or masking. A unique combination of translucent base with micronized amino acid-coated pigments and mineral tone-balancing powders mimic skin’s tone, fusing with it for the closest match. NARS’ Skin Optimizing Complex—a blend of raspberry, apple, and watermelon extracts—helps support skin’s elastic fibers to smooth and improve skin’s appearance over time for optimal radiance. 

What it is formulated WITHOUT: 
- Parabens 

What else you need to know: 
Use a pearl-size amount of product. The foundation is concentrated in pigments and blends easily. A little goes a very long way. When too much foundation is used, the Skin Recognition Pigments—which act like magnets for long-wear benefits—may get stuck on dry patches or rough skin surface. It is therefore recommended to use an exfoliator to smooth skin's surface before applying. First apply foundation with fingertips, then buff in with a sponge if needed. 

 This product is also oil-free, fragrance-free, non-drying, dermatologist-tested, and noncomedogenic. 

""Makeup shouldn’t cover your skin, it should enhance your natural beauty, not mask it.""—François Nars, Founder and Creative Director of NARS Cosmetics 

Research results: 
 In a 1-week independent U.S. consumer study of 65 participants: 
- 94% agree the foundation applies uniformly without streaking 
- 91% agree the foundation blends effortlessly 
- 91% agree the skin appears smooth while wearing the foundation 
- 85% agree the foundation feels weightless 
- 75% agree skin looked radiant all day",N/ALaura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,$24.00 - $45.00,SIZE 1.7 oz,4.4 / 5 stars,"What it is:
 A perfect blend of skin care and makeup that hydrates skin and softens fine lines with a sheer hint of color for a healthy, dewy glow.  

What it does:
 This moisturizer features an antioxidant vitamin complex of vitamins C and E that acts as a free radical scavenger to protect the skin from even the most aggressive effects of the environment. A powerful moisturizer in its own right, it is powered with sodium hyaluronate to hydrate skin and soften and ease fine, dry lines. This lightweight formula provides ideal protection from the sun’s harmful, damaging rays with broad spectrum SPF 20 UVB/UVA sunscreen while extremely long-wearing color stays true and wears evenly. Non-comedogenic and dermatologist- and allergy-tested to minimize the risk of allergy and irritation, it is perfect for all skin types, including sensitive ones. 

What else you need to know:
“I created this product because I wanted to give skin a fresh, healthy, no-makeup look with a soft hint of color that evens and enhances without hiding the skin.”—Laura Mercier ","-Octyl Methoxycinnamate and Menthyl Anthranilate. 

Purified Water, Cetearyl Alcohol (and) PEG-40 Castor Oil, Dimethicone, Polyglyceryl-4 Isostearate, Cyclomethicone, DEA-Ceryl Phosphate, Hexyl Laurate, Tocopheryl Acetate (Vitamin E Acetate), Sodium Dehydroacetate, Sodium Hyaluronate, Allantoin, Carbomer, Methylparaben, Magnesium Aluminum Silicate, Sodium Ascorbate (Vitamin C), Propylparaben. May Contain: Titanium Dioxide, Iron Oxides, Mica."Too Faced,Peach Perfect Comfort Matte Foundation – Peaches and Cream Collection,$36.00 ,N/A,4.3 / 5 stars,"Coverage:
? Medium

Skin type:
? Sensitive
? Normal
? Dry
? Combination
? Oily

Finish:
? Matte

What it is:
A comfort matte foundation infused with peach and sweet fig cream.

What it does:
This innovative comfort matte foundation creates a smooth, flawless, comfortable finish that is never cakey or mask-like. Infused with refreshing peach and sweet fig cream, this oil-controlling formula delivers up to 14 hours of photo-friendly wear.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
 Peach Perfect is infused with refreshing peach and sweet fig cream in Too Faced’s exclusive comfort matte long-wearing formula. This is the modern way to wear matte foundation—photo friendly, smooth, flawless, and comfortable with a soft-focus, velvety finish.","Water, Cyclopentasiloxane, Trimethylsiloxysilicate, Butylene Glycol, Silica, Trimethyl Pentaphenyl Trisiloxane, Phenyl Trimethicone, Polyglyceryl-3 Diisostearate, Magnesium Sulfate, Tribehenin, PEG-10 Dimethicone, Bis-PEG/PPG-14/14 Dimethicone, Prunus Persica (Peach) Fruit Extract/Prunus Persica Fruit Extract, Phenyl Methicone, Ficus Carica (Fig) Fruit Extract/Ficus Carica Fruit Extract, Dimethicone, Sodium Hyaluronate, Polyglyceryl-4 Isostearate, Disteardimonium Hectorite, Laureth-7, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Cellulose Gum, Methicone, Propylene Carbonate, Tocopheryl Acetate, Tetramethyl Hexaphenyl Tetrasiloxane, Glycerin, Polymethylsilsesquioxane, Ethylhexylglycerin, Propylene Glycol Dicaprylate/Dicaprate, Xanthan Gum, Aluminum Hydroxide, Fragrance, Sorbic Acid, Chlorphenesin, Phenoxyethanol, Benzyl Benzoate, Tocopherol, Potassium Sorbate, BHT, Trimethylsiloxysilicate/ Dimethiconol Crosspolymer, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891)."Urban Decay,Naked Skin Weightless Ultra Definition Liquid Foundation,$40.00 ,SIZE 1 oz/ 30 mL,4.2 / 5 stars,"Coverage:
? Medium

Skin type:
? Combination

Finish:
? Matte

What it is:
 An oil-free, lightweight liquid foundation that feels like wearing nothing at all, while leaving a demi-matte finish.

What it does:
 Urban Decay’s Naked Skin Liquid Makeup leaves skin looking natural, illuminated, and bright with a luminous demi-matte finish: like the beautiful skin you were born with. Light-diffusing spheres provide a visible reduction in the appearance of fine lines and wrinkles, blurring imperfections for beautifully perfected, ultra-definition skin that looks completely real. 

It provides truly buildable coverage with a weightless feel and a luminous finish. And it’s loaded with nourishing ingredients, including: Matrixyl 3000 (a powerful anti-wrinkle peptide), protective and brightening Litchiderm™, antioxidant green tea, and sodium hyaluronate for optimal skin hydration and nutrient absorption. The sleek, hygienic pump provides more control, with less waste of product. 

What it is formulated WITHOUT:
- Parabens

What else you need to know:
 Naked Skin Liquid Makeup comes in a range of meticulously calibrated shades. (Urban Decay’s precise shade numbering system makes it easy to find your perfect match.)","Water, Cyclopentasiloxane, Butylene Glycol, Silica, Cyclohexasiloxane, Dimethicone, PEG/PPG-18/18 Dimethicone, Sodium Chloride, Phenoxyethanol, Caprylyl Glycol, Dimethicone/PEG-10/15 Crosspolymer, Dimethicone/Polyglycerin-3 Crosspolymer, Isopropyl Titanium Triisostearate, Polysorbate 20, Glycerin, Tribehenin, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Camellia Oleifera Leaf Extract, Carbomer, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Sodium Hyaluronate, Litchi Chinensis Pericarp Extract, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Propylene Glycol, Dipropylene Glycol, Sodium Citrate, Sodium Lactate, Tocopherol, Isopropyl Alcohol. [+/- (All Shades May Contain : CI 77891 (Titanium Dioxide), CI 77491/77492/77499 (Iron Oxides)]."tarte,Amazonian Clay 12-Hour Full Coverage Foundation SPF 15,$39.00 ,SIZE 1.7 oz,4.0 / 5 stars,"What it is: 
 A long-lasting foundation powered by Amazonian clay that imparts a matte finish. 

What it does: 
 Get 12 hours of flawless coverage with this long-wearing, skin-perfecting formula with UVA/UVB SPF 15. It's full-coverage and supremely blendable and buildable formula has a weightless texture and is available in a broad range of shades. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
 Whether skin is oily, dry, or combination, ""skin-smart"" Amazonian clay will intuitively adjust to meet and address your skin concerns for makeup that wears better, longer, and truer. This revolutionary foundation reduces the appearance of pores, discolorations, and imperfections and ensures a perfectly flawless complexion every time. 

This product is vegan and hypoallergenic. ","Water, Cyclopentasiloxane, Octyldodecyl Neopentanoate Butylene Glycol, Polyglyceryl-4 Isostearate, Dimethicone Crosspolymer, PEG/PPG-18/18 Dimethicone, Mica, Dimethicone, Silica, Phenoxyethanol, Cetyl PEG/PPG-10/1 Dimethicone, Stearic Acid, Aluminum Hydroxide, Sodium Dehydroacetate, Caprylyl Glycol, Phytantriol, Hexyl Laurate, Triethoxycaprylylsilane, Sodium Chloride, Hexylene Glycol, Lysine, Tocopherol, Tetrahexyldecyl Ascorbate, Nylon-12 Fluorescent Brightener 230 Salt, Polyvinylalcohol Crosspolymer, Kaolin, Magnesium Chloride, Potassium Chloride, Zinc Chloride, Sodium Hyaluronate, Potassium Sorbate, Iron Oxides."bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer ,$20.00 - $30.00,SIZE 1.18 oz,3.9 / 5 stars,"What it is: 
 A multitasking gel cream that combines hydrating skincare benefits with naturally radiant coverage. 

What it does: 
 Get instant hydration and a healthy glow, this multitasking gel cream is the best of a BB, CC, and Tinted Moisturizer, all in one. Complexion Rescue™ is makeup that’s actually skincare in disguise—this formula began as a moisturizer and we used our years of expertise in foundation to transform it into a skin-quenching complexion perfecter that’s beautifully radiant so unique that the formula itself is patented. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
This product is a 2015 and 2016 Allure Best of Beauty Award Winner: Best Tinted Moisturizer and an Allure Reader's Choice award winner. Complexion Rescue™ is hypoallergenic, noncomedogenic, oil-free, and free of fragrance. 

Research results: 
-In a US independent study of 63 women: 
- Skin seems hydrated for 12 hours after application 
- Skin appears more awake and feels refreshed 
- Skin appears more youthful 
-88% of women agreed Complexion Rescue fits conveniently into their active lifestyle 

 1 week: 
- Reported215% improvement in skin hydration 
- 100% of women experienced improvement in skin texture ","Water, Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Glycerin, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Butylene Glycol, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides."SEPHORA COLLECTION,Perfection Mist Airbrush Foundation,$15.00 - $28.00,SIZE 2.5 oz/ 74 mL,4.3 / 5 stars,"What it is:
An airbrush foundation with an ultrafine mist for flawless makeup results at home. 

What it does:
 Blur imperfections seamlessly and control shine for up to 10 hours with this satin-finish foundation. The weightless, micro-fine pigments of InstaBlend technology ensure color lays down smooth and seamless, so you can build to your desired coverage level—from light to full—for a flawless look every time. Mineral-rich red algae extract protects the skin from environmental stresses and helps smooth the skin for a soft-focus, airbrushed finish that lasts. 

What it is formulated WITHOUT:
- Parabens
- Sulfates 
- Phthalates 

What else you need to know:
 This oil-free, extra fine mist is easy to apply, noncomedogenic, and dermatologist-tested. This product is not tested on animals. ","Isobutane, Water, Cyclopentasiloxane, Butane, Triethoxycaprylylsilane, Peg/Ppg-20/15 Dimethicone, Titanium Dioxide (Ci 77891), Peg/Ppg-18/18 Dimethicone, Dimethicone, Sodium Chloride, Trimethylsiloxysilicate, Iron Oxides (Ci 77492), Caprylic/Capric Triglyceride, Polyglyceryl-4-Isostearate, Cetyl Peg/Ppg 10/1 Dimethicone, Hexyl Laurate, Phenoxyethanol, Disteardimonium Hectorite, Dimethiconol, Caprylyl Glycol, Ethylhexylglycerin, Propylene Carbonate, Iron Oxide (Ci 77491), Hexylene Glycol, Iron Oxides (Ci 77499), Anthemis Nobilis (Chamomile) Flower Extract, Corallina Officinalis (Red Seaweed) Extract, Glycerin, Butylene Glycol, Tocopheryl Acetate, Retinyl Palmitate, Carbomer, Polysorbate 20, Tocopherol, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7."Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,$52.00 ,SIZE 1 oz/ 30 mL,4.1 / 5 stars,"Coverage:
? Full

Skin type:
? Sensitive
? Normal
? Dry
? Combination
? Oily

Finish:
? Matte

SPF:
- SPF 35

What it is:
 An ultimate skin-perfecting 16-hour foundation that delivers medium coverage and leaves a luminous matte finish.

What does:
 Diorskin Forever Foundation is formulated to give a perfect, flawless complexion. It helps minimize the appearance of pores, control shine, and blur imperfections for a luminous matte finish that lasts for up to 16 hours. This comfortable liquid foundation melts into the skin and provides SPF 35 broad spectrum protection.

What else you need to know:
 Diorskin Forever Foundation helps control shine and deliver perfect complexion correction, thanks to a combination of mattifying and blurring powders. It veils the skin in a flexible, comfortable formula that stays in place all day. Like a stretchy mesh built into the formula, it sets the texture and pigments, leaving skin looking flawless and feeling comfortable.

Diorskin Forever Foundation is also formulated with skincare technologies that help to diminish the look of pores and refine the skin's texture over time. 

Diorskin Forever Foundation is a 2017 Allure Best of Beauty Award Winner.",N/ACOVER FX,Power Play Foundation,$44.00 ,SIZE 1.18 oz/ 35 mL,4.1 / 5 stars,"Coverage: 
? Full 

Skin type: 
? Combination 
? Oily 

Finish: 
? Matte 

What it is: 
A modern-matte, blurring foundation with weightless full coverage that provides sweat-proof all-day wear, long-lasting shine control, environmental protection, and a finish that will not oxidize. 

What it does: 
 This vegan, long-wearing liquid foundation provides sweat-proof, waterproof, and transfer-proof full coverage with a blurring, modern-matte finish. Formulated to provide invisible all-day shine control, this foundation contains a trio of ultra-fine powders that weightlessly mattify without dulling or drying the complexion. It’s available in 40 diverse shades that will not oxidize for a perfect match that stays color-true all day, on any skin tone. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
Cover FX is vegan, cruelty-free, clean beauty. This product is free of parabens, fragrance, mineral oil, talc, gluten, sulfates, and phthalates. 

 Finding your perfect match at Cover FX is simple with their inclusive shade system based on depth and undertone. Cover FX Shades are consistent across all formulas so your perfect match in one foundation will be your perfect match in all other Cover FX foundations. 

 First, find your undertone (underlying skin tone): 
- P = Pink (a rosy, cooler hue) 
- N = Neutral (equal parts of pink and golden) 
- G = Golden (a yellow, warmer hue) 
- G+ = Golden Olive (warmer and more olive than G shades) 

Next, find your shade range (Light to Deep) 
- 0-20: Fair 
- 25-40: Light 
- 50-60: Medium 
- 70-85: Medium Deep 
- 90-100: Deep 
- 110-125: Extra Deep ","Water, Dimethicone, Butylene Glycol, Triethylhexanoin, Cyclopentasiloxane, Propanediol, Trimethylsiloxysilicate, Isododecane, Cetyl PEG/PPG-10/1 Dimethicone, Lauryl PEG-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Nylon-12, Oryza Sativa (Rice) Hull Powder, Methyl Methacrylate Crosspolymer, Triolein, Ammonium C6-16 Perfluoroalkylethyl Phosphate, Dimethicone Crosspolymer, Hydroxyacetophenone, Sodium Chloride, Oryza Sativa (Rice) Bran Wax, Disteardimonium Hectorite, Glyceryl Dioleate, 1,2-Hexanediol, Caprylyl Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Trisodium Ethylenediamine Disuccinate, Alcohol, Methicone, Dimethiconol, Alteromonas Ferment Extract. May Contain (+/-): Iron Oxides (Ci 77492, Ci 77499, Ci 77491), Chromium Oxide Greens (Ci 77288), Titanium Dioxide (Ci 77891)."Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,$45.00 ,SIZE 1.7 oz,4.3 / 5 stars,"What it is:
 A perfect blend of skin care and makeup that helps control oil-breakthrough and gives skin a sheer hint of color for a healthy, natural glow. 

What it does:
 This lightweight formula provides ideal protection from the sun’s harmful, damaging rays with broad spectrum SPF 20 UVB/UVA sunscreen. It also controls oil-breakthrough with hydration to prevent dryness and soften and ease fine, dry lines. An antioxidant complex of vitamins C and E acts as a free radical scavenger to protect the skin from even the most aggressive effects of the environment, all while extremely long-wearing color stays true and wears evenly in a natural, semi-matte finish. Non-comedogenic and dermatologist- and allergy-tested to minimize the risk of irritation, it is perfect for all skin types, including sensitive ones. 

What else you need to know:
“I created this product because I wanted to give skin a fresh, healthy, no-makeup look with a soft hint of color that evens and enhances without hiding the skin.”—Laura Mercier ","All shades contain:
Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate. Water (Aqua), Disiloxane, PEG -30 Dipolyhydroxystearate, C12-15 Alkyl Benzoate, Ethylhexyl Palmitate, Glycerin, Isohexadecane, Cyclopentasiloxane, Phenoxyethanol, Boron Nitride, Jojoba Esters, Magnesium Stearate, Sodium Dehydroacetate, Squalane, Laryl PCA, Tocopheryl Acetate, Tetradibutyl Pentaerithrityl Hydroxyhydrocinnammate, Isopropyl Titanium Triisostearrate, Disodium Edta, PPG-15, Stearyl Ether, Dipotassium Glycyrrhizinate, Methylparaben, Propylparaben. (May Contain) +/-: Titanium Dioxide (CI 77891), Iron Oxide (CI 77492), Iron Oxide (CI 77491), Iron Oxide (CI 77499)."tarte,Water Foundation Broad Spectrum SPF 15 - Rainforest of the Sea™ Collection,$39.00 ,SIZE 1 oz,3.9 / 5 stars,"What it is: 
A lightweight, full-coverage hydrating foundation infused with tarte's Rainforest of the Sea™ complex and non-chemical SPF 15 sunscreen. 

What it is formulated to do: 
- Super hydrating vegan foundation with non-chemical SPF 15 
- Leaves skin glowy and flawless for up to 12 hours 
- Hides fine lines, breakouts, pores, dark circles, and more with buildable coverage 
- Formulated with 20 percent water and antioxidant-rich algae to smooth the look of fine lines 

What it is formulated WITHOUT: 
- Parabens 
- Phthalates 

What else you need to know: 
This product is hypoallergenic and dermatologist tested. 

Research results: 
In a consumer use study, immediately upon application: 
- 97% of women said their skin appeared smoother and softer 
- 97% of women said their skin appeared brighter 
- 97% said their skin appeared more radiant ","-Rainforest of the Sea™ complex (a proprietary blend of algae and marine flower extracts): Helps reduce the appearance of fine lines and wrinkles while smoothing and softening the skin’s appearance. 
-Vitamin E: Acts as a natural preservative, emollient, and antioxidant. 

Water, Glycerin, Isododecane, Cyclopentasiloxane, Phenyl Trimethicone, Nylon-12, Dipropylene Glycol, Caprylic/Capric Triglyceride, Cyclohexasiloxane, Sd Alcohol 40-B, Aluminum Starch Octenylsuccinate, Butylene Glycol, Cetyl Peg/Ppg-10/1 Dimethicone, Magnesium Sulfate, Alumina, Peg-9 Polydimethylsiloxyethyl Dimethicone, Silica, Talc, Iron Oxides, Sorbitan Isostearate, Stearalkonium Hectorite, Polyglyceryl-4 Isostearate, Hexyl Laurate, Aluminum Hydroxide, Stearic Acid, Caprylyl Glycol, Propylene Carbonate, Dimethicone, Hydrogen Dimethicone, Phenoxyethanol, Triethoxycaprylylsilane, Tocopheryl Acetate, 1,2-Hexanediol, Cocos Nucifera (Coconut) Oil, Algae Extract, Gardenia Tahitensis Flower Extract, Tocopherol. "NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,$45.00 ,SIZE 1.9 oz,4.4 / 5 stars,Error,ErrorSEPHORA COLLECTION,10 HR Wear Perfection Foundation,$20.00 ,SIZE 0.84 oz/ 25 mL,4.0 / 5 stars,"What it is:
 A foundation with buildable coverage that instantly conceals blemishes with an invisible, flawless finish. 

What it does:
 Conceal blemishes, pigmentation marks, scars, and dark spots with this foundation that provides a natural, beautiful finish. This formula blends with your skin tone to create an invisible veil, like a second skin that adapts to all the movements of the face for optimum comfort all-day long. Hyaluronic acid smooths the skin, while antioxidant vitamin E protects against external stressors. Soft focus pigments blur out blemishes and soften the appearance of wrinkles for a youthful-looking, even complexion. 

What it is formulated WITHOUT:
- Parabens 

What else you need to know:
 This oil-free, long-lasting formula conceals for up to 10 hours. This product is not tested on animals. 

Research results:
 According to a consumer test on 60 female volunteers for 9 days: 
- 80% agreed the texture of the foundation is like a second skin 
- 93% agreed the foundation provides coverage 
- 90% agreed the foundation perfectly evens skin tone 
- 80% agreed the foundation decreases the visibility of pores 
- 83% agreed the foundation provides a natural finish 
- 80% felt as though the foundation took genuine care of their skin 

Ingredient Note: 
